"가정/생활","가구/인테리어"
"가정/생활","가전제품"
"가정/생활","스마트홈/IOT"
"가정/생활","공과금"
"가정/생활","생활용품"
"가정/생활","청소/세탁/도우미"
"가정/생활","택배"
"가정/생활","이사"
"가정/생활","장례/상조"
"가정/생활","렌탈"
"가정/생활","기타서비스"
"가족","결혼"
"가족","임신/출산"
"가족","유아"
"가족","청소년"
"가족","학부모"
"건강/의료","건강관리용품"
"건강/의료","건강정보"
"건강/의료","운동/피트니스"
"건강/의료","영양제/보조식품"
"건강/의료","남성건강/비뇨기과"
"건강/의료","여성건강/산부인과"
"건강/의료","성형정보/성형외과"
"건강/의료","피부과"
"건강/의료","모발성형"
"건강/의료","치과"
"건강/의료","안과"
"건강/의료","한의원/한방병원"
"건강/의료","심리/정신건강"
"건강/의료","전문의약품/의료기기"
"건강/의료","의료인"
"건강/의료","기타병의원"
"게임","게임정보"
"게임","게임커뮤니티"
"게임","아이템거래"
"게임","교육용게임"
"게임","롤플레잉게임"
"게임","리듬/타일게임"
"게임","보드게임"
"게임","비디오게임"
"게임","슈팅게임"
"게임","스포츠게임"
"게임","시뮬레이션게임"
"게임","아케이드게임"
"게임","액션게임"
"게임","어드벤처게임"
"게임","운전/레이싱게임"
"게임","전략게임"
"게임","카드게임"
"게임","카지노게임"
"게임","캐주얼게임"
"게임","퍼즐/퀴즈게임"
"게임","기타게임상품/서비스"
"교육","유아교육"
"교육","초등교육"
"교육","중고등교육"
"교육","대학교육"
"교육","유학/어학연수"
"교육","영어"
"교육","중국어"
"교육","일본어"
"교육","기타외국어"
"교육","공무원/고시"
"교육","기술/자격증교육"
"교육","직무교육/직무연수"
"교육","평생교육"
"교육","기타교육"
"교육","교육청"
"금융","은행/뱅킹서비스"
"금융","대출"
"금융","보험"
"금융","부동산"
"금융","가상화폐"
"금융","송금/결제"
"금융","신용카드"
"금융","증권/투자"
"금융","쿠폰/포인트/상품권"
"금융","신용정보"
"금융","금융정보"
"금융","가계부"
"뉴스","종합뉴스"
"뉴스","시사/경제뉴스"
"뉴스","정치/외교뉴스"
"뉴스","IT/과학뉴스"
"뉴스","스포츠뉴스"
"뉴스","기타뉴스"
"도서/참고자료","도서/전자도서"
"도서/참고자료","만화/웹소설"
"도서/참고자료","어학사전/번역기"
"도서/참고자료","글모음"
"도서/참고자료","잡지"
"도서/참고자료","참고자료"
"도서/참고자료","도서관"
"라이프스타일","날씨"
"라이프스타일","애완동물"
"라이프스타일","군인"
"라이프스타일","연애"
"라이프스타일","종교"
"라이프스타일","리워드"
"라이프스타일","위치추적"
"라이프스타일","복권"
"라이프스타일","식물/원예"
"라이프스타일","팬덤"
"라이프스타일","춤"
"라이프스타일","정치"
"미용","다이어트"
"미용","메이크업/화장품"
"미용","헤어/네일"
"미용","미용서비스"
"복지/행정/단체","공공기관/협회"
"복지/행정/단체","복지시설/서비스"
"복지/행정/단체","봉사/후원"
"복지/행정/단체","행정/민원"
"복지/행정/단체","정당"
"비즈니스/산업","건축/건설"
"비즈니스/산업","구인/구직"
"비즈니스/산업","경매/입찰"
"비즈니스/산업","광고/마케팅"
"비즈니스/산업","기초재/산업재/에너지"
"비즈니스/산업","네트워크마케팅"
"비즈니스/산업","농수축산업"
"비즈니스/산업","디자인"
"비즈니스/산업","리서치/컨설팅"
"비즈니스/산업","보안/무인경비"
"비즈니스/산업","운송"
"비즈니스/산업","인사/노무관리"
"비즈니스/산업","인쇄/사무기기"
"비즈니스/산업","창업/프랜차이즈"
"비즈니스/산업","환경/시설서비스"
"비즈니스/산업","회계/세무"
"비즈니스/산업","법률"
"비즈니스/산업","기타비즈니스"
"사진/동영상","카메라"
"사진/동영상","편집"
"사진/동영상","갤러리/관리"
"사진/동영상","사진인화"
"생산성","비즈니스툴"
"생산성","기록/일정관리"
"생산성","문서"
"생산성","인터넷/브라우저"
"생산성","클라우드"
"소셜네트워크","SNS/커뮤니티"
"소셜네트워크","소개팅/채팅"
"소셜네트워크","메신저/전화/영상통화"
"소셜네트워크","메일"
"쇼핑","종합쇼핑/홈쇼핑"
"쇼핑","소셜커머스/오픈마켓"
"쇼핑","가격비교"
"쇼핑","마트"
"쇼핑","면세점"
"쇼핑","백화점"
"쇼핑","중고거래"
"쇼핑","해외직구"
"쇼핑","B2B판매"
"쇼핑","기타판매업체"
"스포츠/레저","골프"
"스포츠/레저","낚시"
"스포츠/레저","야구"
"스포츠/레저","축구"
"스포츠/레저","기타스포츠"
"스포츠/레저","아웃도어/레저시설"
"스포츠/레저","스포츠의류/용품"
"스포츠/레저","스코어"
"식음료","요리"
"식음료","배달"
"식음료","외식/음식점"
"식음료","식음료브랜드/멤버십"
"식음료","주류"
"식음료","식음료판매"
"엔터테인먼트","동영상스트리밍"
"엔터테인먼트","영화"
"엔터테인먼트","음악"
"엔터테인먼트","라디오"
"엔터테인먼트","개인방송"
"엔터테인먼트","공연/전시"
"엔터테인먼트","놀이공원/액티비티"
"엔터테인먼트","운세/점"
"엔터테인먼트","유머/재미"
"엔터테인먼트","퀴즈"
"엔터테인먼트","미술"
"엔터테인먼트","기타취미"
"엔터테인먼트","카지노/도박"
"엔터테인먼트","성인"
"여행/교통","종합여행사"
"여행/교통","항공사/항공권"
"여행/교통","국내숙박"
"여행/교통","해외숙박"
"여행/교통","국내여행"
"여행/교통","해외여행"
"여행/교통","대중교통"
"여행/교통","지도/네비게이션"
"유틸리티","계산기"
"유틸리티","광고차단"
"유틸리티","기타도구"
"유틸리티","녹음기"
"유틸리티","디바이스제어"
"유틸리티","미디어플레이어"
"유틸리티","보안"
"유틸리티","알람"
"유틸리티","인증관리"
"유틸리티","컬러링/벨소리"
"유틸리티","코드리더"
"유틸리티","파일공유/다운로드"
"유틸리티","파일관리"
"유틸리티","폰관리"
"유틸리티","폰테마"
"자동차","자동차브랜드/구매정보"
"자동차","중고차"
"자동차","자동차관리/수리"
"자동차","자동차용품/악세서리"
"자동차","대리운전"
"자동차","렌트카"
"자동차","카쉐어링"
"자동차","주유"
"자동차","주차"
"정보/통신","IT서비스/데이터처리"
"정보/통신","국제전화"
"정보/통신","반도체"
"정보/통신","소프트웨어"
"정보/통신","유/무선통신"
"정보/통신","전자장비/기기/부품"
"정보/통신","컴퓨터/주변기기"
"정보/통신","통신기기"
"패션/의류","종합패션몰"
"패션/의류","여성의류"
"패션/의류","남성의류"
"패션/의류","패션잡화"
"패션/의류","유아동의류"
"패션/의류","보석/귀금속"
"패션/의류","패션정보"
"기타","기타"
"소셜네트워크","재능공유"
"여행/교통","공유모빌리티"
"금융","저축은행"
